Event,Driver,Trip,Starttime,Endtime,Speedingtime
6301,30,1,63360,87520,24170
6302,30,1,88660,90400,1430
6303,30,1,96120,97950,1840
6304,30,1,100240,102550,1780
6305,30,1,116450,116970,530
6306,30,1,118830,119690,870
6307,30,1,129270,132620,3350
6308,30,1,134130,141350,6010
6309,30,1,188510,188790,260
6310,30,1,236960,237410,460
6311,30,69,172940,173360,430
6312,30,69,220150,220150,10
6313,30,69,221630,223150,1020
6314,30,69,231930,241800,9880
6315,30,69,250420,251140,730
6316,30,69,252610,261170,7220
6317,30,69,294400,295780,1390
6318,30,69,301940,315790,13290
6319,30,69,316870,317670,780
6320,30,69,319360,319680,330
6321,30,69,320810,321030,230
6322,30,69,322040,322930,900
6323,30,69,345810,346400,600
6324,30,70,80380,80720,350
6325,30,70,112070,116030,3920
6326,30,70,121040,133520,11720
6327,30,70,134780,138300,3490
6328,30,70,158580,160560,1990
6329,30,70,176890,177230,350
6330,30,70,179380,192980,11810
6331,30,70,209640,219190,9550
6332,30,70,232940,239110,5650
6333,30,70,240220,265130,24920
6334,30,74,158290,159020,720
6335,30,110,63260,64020,770
6336,30,110,109960,110320,360
6337,30,110,120110,120870,770
6338,30,110,140390,146590,6210
6339,30,110,148320,148980,670
6340,30,110,159550,161180,1420
6341,30,111,71110,71420,300
6342,30,111,83800,84510,700
6343,30,111,105990,106570,580
6344,30,111,111290,113290,2010
6345,30,111,149840,149910,80
6346,30,111,153250,155390,2110
6347,30,111,171480,171710,210
6348,30,120,103550,113530,9380
6349,30,120,116980,123060,6010
6350,30,120,128250,130110,1860
6351,30,127,107630,108410,790
6352,30,127,110390,110510,70
6353,30,128,95180,96840,1640
6354,30,128,128660,129400,740
6355,30,134,132490,135030,1950
6356,30,135,85370,85770,400
6357,30,135,138350,139050,380
6358,30,135,146420,147960,990
6359,30,145,103080,103120,40
6360,30,145,118630,119710,1080
6361,30,145,121220,124380,3170
6362,30,145,126350,135460,8490
6363,30,145,138400,140850,2440
6364,30,145,142770,144230,1440
6365,30,145,145620,145720,80
6366,30,146,89350,93040,3290
6367,30,146,96980,97600,560
6368,30,214,192370,193410,1050
6369,30,272,129720,131660,1930
6370,30,272,133860,136260,2410
6371,30,273,41880,44280,2210
6372,30,273,53280,59130,5520
6373,30,273,96490,97560,1060
6374,30,274,135190,138660,3150
6375,30,285,132740,132790,60
6376,30,285,158260,159480,1230
6377,30,285,166060,167970,1920
6378,30,285,169020,169630,620
6379,30,285,202750,203540,780
6380,30,285,220880,227120,6040
6381,30,285,230010,230670,670
6382,31,1,29860,30350,500
6383,31,1,31670,33140,1480
6384,31,1,35430,36810,1370
6385,31,1,61700,62600,900
6386,31,1,64300,71220,6790
6387,31,2,71730,71850,70
6388,31,2,88750,93390,4280
6389,31,2,97140,98240,1110
6390,31,9,51910,53540,1610
6391,31,12,62360,62610,260
6392,31,17,53060,58170,4160
6393,31,19,49200,51960,2440
6394,31,24,46390,48880,2500
6395,31,24,50840,52320,1490
6396,31,25,49410,58080,8630
6397,31,28,102420,121010,18600
6398,31,28,149120,212420,63130
6399,31,28,215440,248660,30620
6400,31,28,250000,251040,970
6401,31,28,252270,256080,1300
6402,31,28,315700,316320,340
6403,31,28,346030,346090,20
6404,31,35,134880,135610,30
6405,31,35,267950,268350,410
6406,31,35,274290,283150,8490
6407,31,35,285520,290140,4630
6408,31,36,55790,56850,1070
6409,31,37,45670,51510,5150
6410,31,40,50290,53330,2700
6411,31,42,11300,14980,3050
6412,31,48,48980,49220,60
6413,31,48,50610,52990,2250
6414,31,49,51160,52900,1470
6415,31,64,44850,44990,140
6416,31,68,45960,47390,1440
6417,31,72,45660,56140,10480
6418,31,77,62200,62530,340
6419,31,86,43180,43340,120
6420,31,89,50940,52650,1710
6421,31,95,45560,46320,770
6422,31,95,48320,54710,6360
6423,31,96,54860,55680,830
6424,31,100,43070,49030,4600
6425,31,100,51220,53090,1860
6426,31,102,65980,66510,520
6427,31,102,67970,71420,3130
6428,31,102,72470,74130,1590
6429,31,102,81150,81730,590
6430,31,102,192230,192500,260
6431,31,102,199830,208510,6560
6432,31,103,81400,81700,310
6433,31,103,93440,99100,5630
6434,31,103,102730,108380,5520
6435,31,103,122770,132150,9100
6436,31,103,136530,137560,1020
6437,31,103,139170,139470,290
6438,31,103,167370,174640,6950
6439,31,103,188850,190450,1360
6440,31,103,194930,201710,6340
6441,31,103,204060,204970,920
6442,31,103,207730,208000,270
6443,31,103,210540,221030,8770
6444,31,108,52500,56950,4430
6445,31,109,47320,48670,1360
6446,31,109,51290,51610,300
6447,31,112,41620,44030,2350
6448,31,113,43310,47550,4080
6449,31,113,49770,53150,3390
6450,31,115,15560,28490,11290
6451,31,115,37590,39970,2390
6452,31,115,53430,53730,310
6453,31,115,58390,60060,1660
6454,31,115,61290,73470,11930
6455,31,115,81150,81960,800
6456,31,115,83680,93680,9130
6457,31,118,24690,27730,3050
6458,31,118,44260,47070,2420
6459,31,118,51210,89810,38610
6460,31,118,91990,96910,4150
6461,31,118,103720,104950,1240
6462,31,118,111510,120380,7800
6463,32,1,31530,31890,360
6464,32,1,34800,39590,4800
6465,32,1,50570,51700,920
6466,32,1,64240,64630,400
6467,32,20,94980,97480,2510
6468,32,20,99320,100830,970
6469,32,20,101910,109850,7180
6470,32,34,140410,140900,500
6471,32,34,143090,145990,2910
6472,32,59,37150,41960,4790
6473,32,59,45230,48560,1900
6474,32,59,55630,59950,4330
6475,32,69,58170,63270,4630
6476,32,69,64780,67500,2160
6477,32,69,73270,80090,6830
6478,32,85,122850,125910,3060
6479,32,85,127770,128230,470
6480,32,85,140340,140840,480
6481,32,98,81120,93640,11440
6482,32,98,94660,97460,2810
6483,32,98,99480,103110,3640
6484,32,118,43240,57720,14100
6485,32,118,62110,73040,10540
6486,32,118,76350,80000,3390
6487,32,118,82730,83300,550
6488,32,119,39250,71010,31140
6489,32,123,101430,102770,1340
6490,32,123,125890,126360,400
6491,32,123,127370,129040,1670
6492,32,123,134770,143590,8810
6493,32,127,37830,40110,2290
6494,32,127,42720,74490,30740
6495,32,127,75850,91630,15790
6496,32,127,95970,97630,1670
6497,32,136,109650,113360,3710
6498,32,136,134920,136350,1400
6499,32,137,48470,48600,140
6500,32,137,50060,52690,2620
6501,32,137,60720,72600,11890
6502,32,137,77430,77920,470
6503,32,137,87910,91440,3430
6504,32,137,93280,106790,13520
6505,32,147,56500,56830,340
6506,32,148,35790,39730,3950
6507,32,152,121750,138830,15930
6508,32,152,142790,155030,11170
6509,32,152,157570,160490,2610
6510,32,152,166750,169600,2860
6511,32,158,102510,131830,28610
6512,32,158,133260,150880,16870
6513,32,164,18470,33990,15530
6514,32,172,173610,173950,340
6515,32,176,268280,274140,5850
6516,32,176,276610,277400,800
6517,32,176,291920,300430,7690
6518,32,176,480420,482130,1720
6519,32,176,501950,508570,6630
6520,32,183,87980,88120,110
6521,32,186,46040,47580,1550
6522,32,192,277250,277250,10
6523,32,192,300750,304930,4190
6524,32,192,306560,308230,1400
6525,32,192,320850,321170,330
6526,32,192,325500,327220,1300
6527,32,200,70600,70730,90
6528,32,200,78710,82300,3570
6529,32,200,153960,154070,120
6530,32,203,71090,72460,1380
6531,32,203,77790,79730,1950
6532,32,203,84760,85340,570
6533,32,203,118440,118650,220
6534,32,203,124290,124780,500
6535,32,208,300260,305580,4790
6536,32,208,311640,312950,1320
6537,32,217,119740,122150,2410
6538,32,217,125530,126450,650
6539,32,217,128160,132030,3880
6540,32,217,133340,134940,1600
6541,32,217,145160,185710,39340
6542,32,220,26950,32750,5810
6543,32,220,36580,41400,4830
6544,32,220,43100,55220,12130
6545,32,220,64270,91540,27280
6546,32,222,65220,74160,8950
6547,32,222,146890,147140,260
6548,32,227,102870,104220,770
6549,32,229,67840,72420,4580
6550,32,229,79490,83030,3300
6551,32,236,18170,19470,900
6552,32,236,21850,22780,830
6553,32,236,40710,42510,1810
6554,32,236,48890,65920,16400
6555,32,237,90430,93660,3240
6556,32,237,95240,97510,2280
6557,32,237,99480,100070,600
6558,32,237,101890,102870,990
6559,32,237,104900,168550,61820
6560,32,237,315980,325120,9150
6561,32,237,328850,347590,18740
6562,32,264,183110,192460,9240
6563,32,264,193610,215770,20990
6564,32,264,217200,228320,9920
6565,32,265,74140,76750,1640
6566,32,265,85870,94810,8950
6567,32,265,101150,101790,650
6568,32,286,44340,46690,1790
6569,32,286,52170,59140,6390
6570,32,286,60700,62550,1190
6571,32,286,63880,64380,480
6572,32,286,66780,74420,7360
6573,32,286,78610,78810,210
6574,32,288,41100,43560,1850
6575,32,291,43390,56120,12230
6576,32,291,62460,68160,5510
6577,32,291,70390,70720,340
6578,32,291,72480,76800,4330
6579,32,292,93560,97760,4200
6580,32,292,99410,105870,5960
6581,32,292,107620,114890,7280
6582,32,292,116010,119420,3410
6583,32,296,84900,86000,1110
6584,32,296,89790,92460,2680
6585,32,296,95450,102120,5990
6586,32,296,103640,114350,10440
6587,32,296,116650,118380,1740
6588,32,296,120860,130190,9340
6589,32,309,119000,125430,6330
6590,32,309,136910,139040,2140
6591,32,315,20660,26590,5000
6592,32,315,28910,29900,1000
6593,32,315,32380,33540,770
6594,32,315,44600,45180,490
6595,32,315,49850,55270,5200
6596,32,315,59420,65620,5860
6597,32,316,37210,40210,2140
6598,32,316,42500,47700,5210
6599,32,316,49850,54940,4190
6600,32,316,56060,68460,11800
6601,32,316,69460,88740,18840
6602,32,316,90220,91510,1300
6603,32,324,13660,39310,24050
6604,32,325,30720,38590,5960
6605,32,325,40520,41430,890
6606,32,325,43630,67240,23620
6607,32,325,72070,75660,3600
6608,32,332,60160,63660,3510
6609,32,332,68000,70300,1090
6610,32,332,73420,75560,2150
6611,32,334,97150,98090,950
6612,32,334,99820,100270,460
6613,32,334,113330,119940,5910
6614,32,334,121480,122090,620
6615,32,334,123440,124450,1020
6616,32,346,156330,159900,3310
6617,32,349,90990,92880,1900
6618,32,350,53110,53360,260
6619,32,355,38290,67870,29590
6620,32,355,69860,70030,180
6621,32,355,71280,84900,13160
6622,32,355,85940,87140,1180
6623,32,355,88530,90210,1690
6624,32,355,91260,95860,4570
6625,32,356,54760,55550,790
6626,32,356,56650,64900,7690
6627,32,359,60210,62740,2540
6628,32,359,76740,77110,370
6629,32,359,80310,85680,5380
6630,32,359,89550,90980,1410
6631,32,359,96720,97180,470
6632,32,359,99200,102760,3570
6633,32,359,104270,134230,28640
6634,32,359,135620,139810,4020
6635,32,359,207570,209260,1700
6636,32,361,52560,53000,450
6637,32,361,54020,55500,1290
6638,32,361,58370,62500,4140
6639,32,361,72300,72500,210
6640,32,361,73640,83910,8860
6641,32,361,85420,89150,3730
6642,32,361,92970,93610,650
6643,32,361,95530,96140,620
6644,32,364,41320,42240,920
6645,32,364,44090,47410,2800
6646,32,364,48490,49810,1320
6647,32,364,53120,59270,6160
6648,32,364,61650,61990,350
6649,32,365,76330,80780,4280
6650,32,373,105500,108280,2790
6651,32,373,112410,115310,2890
6652,32,373,116660,119420,2750
6653,32,373,121350,121570,200
6654,32,373,125480,126130,660
6655,32,373,133610,136130,2520
6656,32,373,137440,153260,15400
6657,32,373,164240,165220,990
6658,32,375,21780,32700,10230
6659,32,375,36980,39640,2660
6660,32,375,43140,45600,2080
6661,32,376,33160,33810,660
6662,32,387,194230,196760,1690
6663,32,396,145270,158240,12970
6664,32,396,160680,164340,3670
6665,32,396,166560,168930,1480
6666,32,396,343800,346220,2370
6667,32,396,347960,349160,590
6668,32,396,496350,506660,10320
6669,32,408,108860,130280,20970
6670,32,408,131380,131620,250
6671,32,408,133350,160800,26620
6672,32,410,25710,33940,8090
6673,32,410,42150,58390,16140
6674,32,410,60380,72140,11770
6675,32,414,68990,75990,6770
6676,32,414,77740,79940,2200
6677,32,414,82470,93380,10710
6678,32,420,61100,64100,2790
6679,32,423,94090,97390,2670
6680,32,423,98620,107330,8650
6681,32,438,144450,155270,9530
6682,32,440,84650,86290,1650
6683,32,440,87880,143500,54770
6684,32,440,145300,155190,8830
6685,32,440,161250,163920,2680
6686,32,440,165150,166060,920
6687,32,442,67440,75580,8150
6688,32,442,77440,77890,460
6689,32,442,85390,112140,26490
6690,32,447,118760,119750,1000
6691,32,447,126000,128360,1800
6692,32,447,130480,130640,160
6693,32,447,133360,135350,2000
6694,32,448,16760,26650,9620
6695,32,448,28310,29390,1090
6696,32,448,31610,31750,150
6697,32,448,32770,33110,290
6698,32,449,122850,130660,7620
6699,32,449,137910,138340,430
6700,32,449,147910,159660,11720
6701,32,449,166780,172780,5390
6702,32,449,173790,175690,1910
6703,32,450,29750,30460,670
6704,32,450,55370,63420,8060
6705,32,450,73310,74370,1050
6706,32,456,65360,71580,6230
6707,32,456,72640,76440,3810
6708,32,456,77910,109110,31190
6709,32,456,113030,118530,5380
6710,32,456,123800,125660,1670
6711,32,459,70080,82650,12580
6712,32,459,90650,95370,4730
6713,32,459,99370,109880,10520
6714,32,459,114840,127420,12100
6715,32,459,129900,137880,6940
6716,32,459,142250,144890,2650
6717,32,461,40080,45920,5850
6718,32,477,25390,28750,3370
6719,32,490,28160,28820,670
6720,32,490,30190,31500,1320
6721,32,490,34160,36720,2560
6722,32,490,43650,53110,9470
6723,32,494,67260,74590,7330
6724,32,494,76070,76880,820
6725,32,494,78070,79250,1190
6726,32,507,65350,66080,740
6727,32,507,67430,68460,1040
6728,32,507,72830,73690,870
6729,32,507,102920,125730,22420
6730,32,507,127210,128930,1730
6731,32,518,40750,72660,30580
6732,32,518,73920,87090,12690
6733,32,518,88740,95050,5970
6734,32,518,96500,102500,5540
6735,32,518,103770,107660,3900
6736,32,518,108900,118590,9700
6737,32,519,64470,70970,6480
6738,32,519,73520,78520,4420
6739,32,519,84980,93920,8950
6740,32,519,96620,121400,23190
6741,32,524,127100,133490,5680
6742,32,524,134690,136310,1400
6743,32,524,137890,139190,1260
6744,32,524,141920,150660,7710
6745,32,524,154290,155290,1010
6746,32,524,164410,166030,1440
6747,32,524,174640,175990,1350
6748,32,524,191360,197140,5790
6749,33,1,59350,73090,13740
6750,33,1,76770,81370,4480
6751,33,1,82560,102210,19650
6752,33,1,104000,106170,2170
6753,33,1,107830,111680,3250
6754,33,1,134970,138530,2500
6755,33,1,140590,141610,1030
6756,33,1,152770,157710,3200
6757,33,1,169460,173650,3010
6758,33,1,174710,182010,6140
6759,33,1,183220,183870,660
6760,33,1,186730,190950,4020
6761,33,1,192490,200560,7870
6762,33,1,217120,217450,250
6763,33,1,247110,247850,750
6764,33,1,251740,254270,1740
6765,33,1,257160,259630,2340
6766,33,1,263900,266530,2640
6767,33,39,52290,53470,1190
6768,33,95,28150,28450,310
6769,33,95,31080,36990,5910
6770,33,95,38280,41580,3310
6771,33,102,73770,74360,600
6772,33,105,118850,121330,2490
6773,33,296,24970,28770,2880
6774,33,296,30410,37410,6850
6775,33,298,29790,30250,470
6776,33,298,42910,43490,560
6777,33,298,46520,46860,210
6778,33,298,60250,62140,1540
6779,33,299,162460,167360,4910
6780,33,299,173660,176670,2580
6781,33,299,180640,181440,810
6782,33,299,183260,188310,5060
6783,33,310,31530,35920,3550
6784,33,312,21740,35960,14120
6785,33,312,38210,40240,2030
6786,33,312,50140,53350,3220
6787,33,312,100580,101640,970
6788,33,312,118620,126550,7940
6789,33,316,124620,125240,580
6790,33,316,175660,176520,850
6791,33,316,179660,180620,970
6792,33,316,192640,202470,8610
6793,33,322,44630,51300,6680
6794,33,322,76240,76540,310
6795,33,322,152150,152980,840
6796,33,322,154260,160350,6100
6797,33,322,161630,167060,5440
6798,33,322,174840,175210,380
6799,33,326,130270,130700,370
6800,33,326,132500,136320,3830
6801,33,328,34700,41540,6850
6802,33,328,43840,47230,3380
6803,33,328,50710,51090,360
6804,33,328,63940,65270,710
6805,33,328,115930,119000,2200
6806,33,328,135930,136020,90
6807,33,328,138350,139830,1490
6808,33,328,142110,152820,10210
6809,33,349,24330,35920,10700
6810,33,349,37950,38660,660
6811,33,349,51980,55970,3170
6812,33,349,105620,110630,5020
6813,33,349,119750,120650,880
6814,33,349,123100,127080,3990
6815,33,349,135090,135420,330
6816,33,349,136800,137010,200
6817,33,349,138360,138580,220
6818,33,354,27680,28460,790
6819,33,354,31020,36950,5940
6820,33,354,51600,52290,700
6821,33,354,128060,135540,6270
6822,33,362,152510,164220,11320
6823,33,366,28220,35630,7130
6824,33,366,37620,38640,1030
6825,33,366,59240,61690,2430
6826,33,366,135860,151360,14600
6827,33,398,24680,26060,1390
6828,33,398,120770,124190,3430
6829,33,398,126110,126580,480
6830,33,398,141710,145510,3810
6831,33,400,43940,46070,2140
6832,33,400,62180,62270,90
6833,33,400,65170,66680,1510
6834,33,400,69770,71410,1650
6835,33,400,72940,73290,360
6836,33,400,148050,149440,1380
6837,33,400,150830,161010,9330
6838,33,400,162400,177040,14180
6839,33,400,179620,181820,1980
6840,33,400,186930,196540,9560
6841,33,400,215250,215900,660
6842,33,400,217250,236120,18450
6843,33,400,243400,245010,1620
6844,33,400,246750,246940,200
6845,33,400,247980,260550,12560
6846,33,400,263520,264210,690
6847,33,401,77810,122280,44430
6848,33,401,144020,145110,1100
6849,33,401,150480,150630,160
6850,33,401,153590,196140,41700
6851,33,401,197240,206200,8250
6852,33,401,209560,212820,3270
6853,33,401,225620,228350,2740
6854,33,401,230280,239180,8910
6855,33,401,243670,244490,810
6856,33,403,147080,148130,1060
6857,33,403,163410,175510,11180
6858,33,406,20850,21830,990
6859,33,406,51740,53950,2210
6860,33,406,102980,108130,5160
6861,33,406,111840,128400,15730
6862,33,406,129450,133800,4360
6863,33,407,65480,66260,680
6864,33,407,67510,68430,930
6865,33,407,69640,69800,170
6866,33,407,77690,79760,1970
6867,33,407,85120,86630,980
6868,33,407,87830,87900,80
6869,33,407,89060,90310,1260
6870,33,407,91490,92110,630
6871,33,407,112580,113420,780
6872,33,407,123360,124550,1180
6873,33,407,129590,129760,170
6874,33,407,135240,137330,2030
6875,33,407,138410,142350,2280
6876,33,407,166320,188230,20810
6877,33,407,193660,201240,7580
6878,33,407,206960,215210,8260
6879,33,407,221870,228530,6670
6880,33,407,230900,255570,23950
6881,34,1,47290,47450,160
6882,34,1,112060,118710,6110
6883,34,1,121820,122290,480
6884,34,1,123430,130160,5770
6885,34,1,134440,135090,640
6886,34,1,136690,138940,1350
6887,34,1,141600,147580,5820
6888,34,1,149560,166560,13800
6889,34,1,169750,176600,6030
6890,34,1,178010,180340,2340
6891,34,1,182450,183580,660
6892,34,1,184750,192350,7600
6893,34,1,194060,195740,1690
6894,34,1,199470,203700,3450
6895,34,1,205600,207050,1450
6896,34,1,219490,220040,560
6897,34,1,221100,224800,3710
6898,34,1,227080,229150,1820
6899,34,1,230640,233160,2520
6900,34,1,243760,245870,2080
6901,34,1,247250,248080,600
6902,34,1,249180,251130,1960
6903,34,1,254810,255740,940
6904,34,1,280250,281110,870
6905,34,30,513310,516860,2400
6906,34,30,518430,519160,740
6907,34,30,521690,522870,1170
6908,34,30,579900,582530,2640
6909,34,30,605350,605410,60
6910,34,30,608530,609810,1280
6911,34,30,611880,612840,970
6912,34,30,616110,624390,8290
6913,34,30,626340,630980,3380
6914,34,30,635760,640790,3640
6915,34,30,642350,644620,2280
6916,34,30,649990,651730,1750
6917,34,30,656760,659140,2390
6918,34,30,660220,662300,1390
6919,34,30,663440,666070,2640
6920,34,30,667780,674930,7040
6921,34,30,679460,679520,70
6922,34,30,681550,684670,3130
6923,34,30,688860,690120,1270
6924,34,30,691400,695550,4150
6925,34,30,696680,700830,4010
6926,34,30,702430,723550,20900
6927,34,30,740600,740800,210
6928,34,30,743650,745620,1980
6929,34,30,747520,774030,26040
6930,34,30,776480,793740,16380
6931,34,30,795140,810080,14890
6932,34,30,814600,814730,140
6933,34,30,819020,844700,25100
6934,34,30,846160,865270,19010
6935,34,30,866860,867700,850
6936,34,30,869720,877830,8120
6937,34,30,879150,880610,700
6938,34,33,167440,246800,78650
6939,34,33,248040,265790,17760
6940,34,33,267600,281350,12590
6941,34,33,283320,299970,16470
6942,34,33,301730,505180,200910
6943,34,33,506610,523470,16870
6944,34,33,528400,530010,1620
6945,34,33,536640,545840,8920
6946,34,33,549150,550810,1670
