Event,Driver,Trip,Starttime,Endtime,TailgatingStarttime,TailgatingEndtime
3547,38,165,20130,25350,21130,24350
3548,38,165,42090,47450,44640,46450
3549,38,165,165100,167990,166100,166990
3550,38,165,221320,228570,223090,227570
3551,38,165,253910,275710,254910,274270
3552,38,174,48950,60030,49950,54810
3553,38,174,48950,60030,54820,58060
3554,38,176,212060,226140,215080,225140
3555,38,179,98120,117700,99270,114660
3556,38,179,98120,117700,111000,116700
3557,38,182,87950,94110,89860,93110
3558,39,1,79690,83900,80690,82900
3559,39,1,85930,96940,86930,95940
3560,39,1,128730,132000,129750,131000
3561,39,1,134700,137820,135700,136820
3562,39,1,145140,149890,146260,147870
3563,39,1,145140,149890,147880,148890
3564,39,16,65190,68080,66190,67080
3565,39,26,84530,91730,85630,90730
3566,39,27,217680,224210,219710,223060
3567,39,32,43280,50050,44280,48910
3568,39,33,85270,94390,86270,91800
3569,39,33,85270,94390,91810,93390
3570,39,34,133710,136950,134710,135950
3571,39,43,44070,47770,45070,46770
3572,39,43,127760,130940,128760,129940
3573,39,43,129270,137930,131620,136930
3574,39,44,34630,45630,35630,39970
3575,39,44,51460,69950,52470,68950
3576,39,44,51460,69950,63470,67510
3577,39,52,59030,67290,63130,66290
3578,39,52,176750,187990,177750,186920
3579,39,56,37580,47060,38720,46060
3580,39,56,84830,122130,85830,121130
3581,39,57,129800,135170,130800,132200
3582,39,57,136800,143830,137800,141890
3583,39,57,267840,270960,268870,269870
3584,39,57,268970,272500,269970,271500
3585,39,74,246260,270630,247410,266190
3586,39,74,246260,270630,255650,269630
3587,39,74,306570,309180,307570,308180
3588,39,86,103170,115900,104170,111030
3589,39,86,251310,259140,254250,258140
3590,39,92,64160,70000,65470,69000
3591,39,109,59530,66680,60530,63500
3592,39,109,59530,66680,63510,64820
3593,39,112,18500,22990,19500,20530
3594,39,112,18500,22990,20540,21960
3595,39,112,21030,25290,22050,24290
3596,39,112,196140,215220,197140,214220
3597,39,112,196140,215220,199920,212560
3598,39,112,213520,218890,214520,216750
3599,39,112,213520,218890,216760,217890
3600,39,114,370820,378820,372260,375540
3601,39,114,376830,386050,379670,385050
3602,39,120,222230,226800,223230,225800
3603,39,120,224810,228150,225810,227150
3604,39,121,135050,139980,136210,138100
3605,39,122,48760,52110,49880,51110
3606,39,122,84790,98980,87770,97980
3607,39,122,84790,98980,88030,95670
3608,39,122,97780,103580,99110,101740
3609,39,144,57900,62720,58900,61720
3610,39,144,63910,67830,64910,66830
3611,39,145,55890,70480,56890,67890
3612,39,145,55890,70480,67900,69480
3613,39,148,57260,62390,59920,61340
3614,39,148,209600,213920,210600,212920
3615,39,149,100300,114060,105810,113060
3616,39,150,162600,169430,163600,168430
3617,39,150,185350,199920,186350,198920
3618,39,150,200630,203750,201630,202750
3619,39,155,74330,80740,75330,79740
3620,39,155,78750,91810,79750,88570
3621,39,156,63540,68870,64540,67870
3622,39,157,173820,176700,174820,175700
3623,39,157,174710,180890,175710,179890
3624,39,159,70620,73880,72180,72880
3625,39,161,73340,87740,74340,86740
3626,39,161,73340,87740,74600,83540
3627,39,161,100710,114840,101710,109560
3628,39,185,89030,102260,93150,101260
3629,39,195,132600,137280,133840,136280
3630,39,205,50620,57370,53340,55860
3631,39,205,55700,60830,56700,59410
3632,39,205,122530,134910,123530,133910
3633,40,5,106720,109660,107720,108660
3634,40,5,114710,117480,115870,116480
3635,40,6,117940,122750,119140,121750
3636,40,6,126460,132980,127670,131680
3637,40,6,153860,156740,154860,155740
3638,40,6,165370,180870,166370,178800
3639,40,8,73170,78870,74170,77410
3640,40,21,149330,153180,150330,152180
3641,40,21,171210,176670,172210,175180
3642,40,21,265800,270760,266800,268520
3643,40,25,141940,148080,142940,147080
3644,40,25,161520,183970,162520,182970
3645,40,25,181980,187140,182980,186140
3646,40,25,190090,203740,195120,202740
3647,40,25,203630,207830,204630,205270
3648,40,26,31900,40460,32900,34010
3649,40,32,183780,188550,185170,187030
3650,40,32,347440,352410,348440,351410
3651,40,32,379760,384990,380790,383990
3652,40,34,177720,229740,178720,228740
3653,40,39,149720,166350,150720,165350
3654,40,39,284810,291100,288310,290100
3655,40,39,303050,309580,304050,305760
3656,40,41,130310,136550,131550,135550
3657,40,41,134560,137970,135560,136420
3658,40,41,139570,144250,140570,143250
3659,40,41,142960,149000,143960,148000
3660,40,41,155210,195580,156350,194580
3661,40,41,193590,205550,194590,204550
3662,40,41,252180,258530,253590,257430
3663,40,41,257170,273840,258170,271870
3664,40,46,209580,225000,210580,224000
3665,40,46,223920,245750,224920,244750
3666,40,46,273860,278820,274860,277820
3667,40,47,178740,181550,179740,180530
3668,40,47,223900,228310,224900,227310
3669,40,47,226320,229500,227320,228500
3670,40,53,133680,138310,134680,135730
3671,40,53,190870,197570,192080,196560
3672,40,53,258230,262520,259230,261520
3673,40,54,118390,122650,119390,121650
3674,40,54,123360,131200,124360,128690
3675,40,54,141540,147560,142540,146560
3676,40,54,145570,149480,146570,148480
3677,40,54,219460,236900,220460,235900
3678,40,54,234910,247450,235910,246450
3679,40,55,41730,48730,42730,45220
3680,40,55,41730,48730,42770,47730
3681,40,63,49990,53120,50990,52120
3682,40,63,100050,108400,101050,107400
3683,40,63,133130,137810,134710,136740
3684,40,63,160430,163850,161430,162850
3685,40,64,171060,176020,172060,173480
3686,40,65,81550,90940,83090,89900
3687,40,65,81550,90940,87710,88520
3688,40,70,165680,172750,166680,171600
3689,40,70,207730,210950,208730,209890
3690,40,73,192350,198010,193350,197010
3691,40,73,192350,198010,194530,196620
3692,40,73,200610,206130,201610,205130
3693,40,77,103220,108940,104220,107940
3694,40,77,107010,117700,108010,116700
3695,40,77,107010,117700,108170,108890
3696,40,77,192670,202380,194040,201380
3697,40,77,257730,268800,265620,267190
3698,40,80,45700,60270,47040,59270
3699,40,80,121220,123840,122220,122840
3700,40,80,154680,157760,155680,156750
3701,40,80,166100,170450,167100,169450
3702,40,80,197400,200920,198400,199720
3703,40,80,199010,205880,200010,203270
3704,40,80,204260,214910,205260,213910
3705,40,80,239120,244760,240120,243760
3706,40,80,261860,270490,262860,269490
3707,40,80,268610,280740,269700,278520
3708,40,80,268610,280740,270020,279740
3709,40,95,205060,209160,206060,206710
3710,40,100,20070,29170,21070,25550
3711,40,100,33650,46540,36240,45540
3712,40,100,33650,46540,37160,43370
3713,40,106,100900,107210,101900,105110
3714,40,106,100900,107210,105120,106210
3715,40,106,129740,135610,130740,134610
3716,40,106,133620,149160,134620,148160
3717,40,106,133620,149160,141750,146660
3718,40,106,163020,168620,164170,167620
3719,40,106,196370,200360,197420,199360
3720,40,127,98040,115060,99270,114060
3721,40,127,123180,131290,124180,130290
3722,40,131,78030,98310,79030,82370
3723,40,131,78030,98310,82380,97310
3724,40,139,158140,168140,159140,165110
3725,40,144,169110,199450,170730,198450
3726,40,144,169110,199450,185120,191420
3727,40,144,212110,215290,213110,214100
3728,40,144,229320,232700,230320,231700
3729,40,145,145660,160800,146890,152750
3730,40,154,190330,194450,191330,193450
3731,40,154,213180,221350,214180,220350
3732,40,154,226210,233820,227210,232820
3733,40,154,236610,247580,237610,246580
3734,40,154,276800,283310,277800,282310
3735,40,155,67030,74300,68920,72540
3736,40,155,118250,141910,119250,140910
3737,40,155,118250,141910,122470,139340
3738,40,155,139920,155340,140920,154340
3739,40,155,153350,156230,154350,155230
3740,40,166,134230,137560,135230,136560
3741,40,166,138110,144670,139500,143670
3742,40,168,86240,89990,87240,88990
3743,40,168,105630,116940,107080,115940
3744,40,168,114950,119220,115950,118220
3745,40,168,117230,124330,118230,123330
3746,40,168,208830,228780,209830,227780
3747,40,168,208830,228780,220460,227020
3748,40,168,280250,284090,281440,282240
3749,40,175,42060,46060,43980,45060
3750,40,175,200130,213890,201130,210270
3751,40,175,200130,213890,202270,212560
3752,40,175,246680,250900,248230,248950
3753,40,175,246680,250900,248960,249900
3754,40,175,249020,252240,250240,251240
3755,40,176,48860,59750,49860,50800
3756,40,176,152550,157630,153550,155700
3757,40,176,157990,161130,158990,159790
3758,40,176,165970,173100,166970,171490
3759,40,178,85540,90900,86540,89900
3760,40,179,9350,26390,10350,25390
3761,40,182,71600,81570,72600,80570
3762,40,182,187380,190430,188380,189430
3763,40,182,211870,225210,212870,224210
3764,40,185,105480,116080,106480,115080
3765,40,185,153040,158090,154040,157090
3766,40,186,46970,57430,48870,55950
3767,40,186,92510,98620,93930,97620
3768,40,186,333920,336560,334930,335560
3769,40,186,367980,371050,368980,370050
3770,40,203,114030,122060,115330,119220
3771,40,203,140620,159080,141620,158080
3772,40,203,213780,222740,215770,220670
3773,40,207,224150,227800,225150,226800
3774,40,208,124190,127230,125190,126170
3775,40,209,154100,157110,155110,156110
3776,40,214,38000,47180,40980,46180
3777,40,214,96210,100910,97210,99910
3778,40,214,98920,103280,99920,102280
3779,40,214,118670,131620,119670,121790
3780,40,214,118670,131620,121800,130620
3781,40,214,129630,135030,130630,131630
3782,40,214,129630,135030,131640,134030
3783,40,215,125300,144260,126390,129750
3784,40,215,125300,144260,129760,143260
3785,40,215,185520,191760,186830,190760
3786,40,215,234740,241570,235740,238170
3787,40,217,122570,129750,123570,128750
3788,40,217,196130,198860,197130,197860
3789,40,221,127780,136670,128790,135670
3790,40,232,325530,351860,326530,340260
3791,40,234,206590,212810,207590,211810
3792,41,3,43330,57440,45360,56440
3793,41,3,70750,75640,71750,74470
3794,41,3,74120,82810,75120,81230
3795,41,3,100670,116820,101670,104990
3796,41,3,100670,116820,105000,115190
3797,41,3,100670,116820,115200,115820
3798,41,3,114870,127210,115870,117110
3799,41,3,114870,127210,117120,126210
3800,41,3,270410,275270,271820,274270
3801,41,3,319660,324140,322240,323140
3802,41,3,336010,344230,339520,341170
3803,41,3,336010,344230,341180,343230
3804,41,3,354770,364100,357280,363100
3805,41,3,362290,368830,363290,363930
3806,41,3,362290,368830,363940,367830
3807,41,3,378010,386190,380810,385190
3808,41,3,384200,399700,386030,394760
3809,41,65,156900,164330,157900,161880
3810,41,65,156900,164330,161890,163330
3811,41,65,162620,172290,163620,170140
3812,41,65,162620,172290,170150,171290
3813,41,65,173560,178530,175880,177530
3814,41,65,206320,215170,209470,214040
3815,41,65,232130,242580,233130,240130
3816,41,65,249970,255820,252280,254820
3817,41,65,317340,322430,318580,321220
3818,41,65,324590,351940,325590,350940
3819,41,65,539150,545710,540730,544710
3820,41,65,546410,550180,547470,549180
3821,41,65,559270,562150,560270,561110
3822,41,65,560250,565000,561250,564000
3823,41,65,563240,577300,565850,575950
3824,41,65,563240,577300,568130,572750
3825,41,65,609550,614740,610550,613740
3826,41,65,627020,635510,629460,634460
3827,41,65,640740,656060,642650,654740
3828,41,65,720860,732700,723630,730510
3829,41,65,720860,732700,730520,731700
3830,41,65,733860,739650,735660,738650
3831,41,65,743810,762110,745930,755680
3832,41,65,772450,777720,775060,776720
3833,41,65,775730,779900,776820,778730
3834,41,66,9680,21420,10700,20420
3835,41,66,19430,64330,20430,63330
3836,41,66,62380,71020,63380,70020
3837,41,66,69080,101760,70080,100760
3838,41,67,33880,75850,35030,41280
3839,41,67,33880,75850,41730,74850
3840,41,67,33880,75850,61060,66470
3841,41,67,83410,88780,85180,87720
3842,41,67,94870,108400,95880,107400
3843,41,67,138670,159940,139920,158940
3844,41,67,138670,159940,147040,153040
3845,41,67,157950,164340,158950,163340
3846,41,67,168900,222660,171450,221660
3847,41,67,168900,222660,190730,216170
3848,41,67,220670,223780,221710,222780
3849,41,67,221790,236630,222790,235630
3850,41,67,258050,284220,260570,283220
3851,41,67,258050,284220,266930,282880
3852,41,67,297480,304950,299850,303950
3853,41,67,303070,307150,304290,306150
3854,41,67,307700,316110,310420,315110
3855,41,67,314180,318930,315180,317930
3856,41,67,316940,338420,317940,335010
3857,41,67,316940,338420,320410,331250
3858,41,67,316940,338420,335020,337420
3859,41,67,344460,348830,347100,347830
3860,41,67,378600,397940,379730,396940
3861,41,67,448310,464880,450890,463880
3862,41,67,448310,464880,453580,458130
3863,41,67,482810,491540,485580,490470
3864,41,67,491550,497450,494340,496450
3865,41,67,502980,517040,506060,516040
3866,41,67,525500,533840,528000,532840
3867,41,67,654130,661910,655130,660910
3868,41,67,690250,693960,691250,692540
3869,41,67,704040,707020,705260,706020
3870,41,67,705700,709800,706790,708800
3871,41,69,222800,227350,224080,226350
3872,41,69,225360,232540,226710,231390
3873,41,69,230620,236520,231620,234010
3874,41,69,246600,252860,248040,251710
3875,41,69,257960,262970,259910,261830
3876,41,72,10900,26760,13790,25760
3877,41,72,26900,32640,28060,31640
3878,41,72,55840,95110,57540,94110
3879,41,72,55840,95110,65200,76980
3880,41,72,93180,119730,94180,118730
3881,41,72,93180,119730,102440,103800
3882,41,72,93180,119730,109790,115580
3883,41,72,118700,132790,120710,131790
3884,41,72,118700,132790,122160,124150
3885,41,72,137560,142080,138810,141080
3886,41,72,154830,158470,156840,157470
3887,41,72,156480,185840,157480,184840
3888,41,72,249760,262940,252590,258810
3889,41,72,249760,262940,258820,261940
3890,41,72,297610,302680,300530,301630
3891,41,72,348190,352720,350860,351720
3892,41,72,365270,371760,367740,370760
3893,41,72,408620,415330,409790,414330
3894,41,198,5280,9800,6820,8800
3895,41,198,12270,19360,13270,18360
3896,41,198,44650,61490,47300,60490
3897,41,198,59540,62420,60540,61420
3898,41,198,60430,66540,61430,65540
3899,41,198,64550,67480,65550,66480
3900,41,198,77720,83030,79840,81700
3901,41,198,107450,114040,110210,112300
3902,41,198,107450,114040,112310,113040
3903,41,198,118120,123670,120870,122670
3904,41,198,158170,163860,159490,162860
3905,41,198,161960,170720,162960,167540
3906,41,198,161960,170720,167550,169720
3907,41,198,216120,263240,221470,259360
3908,41,198,216120,263240,259370,262240
3909,41,198,288230,291750,289230,290640
3910,41,198,302450,309630,304820,308630
3911,41,198,328780,341860,331200,340860
3912,41,198,341940,347700,344910,345880
3913,41,198,341940,347700,345890,346700
3914,41,198,356350,360270,358200,359270
3915,41,198,358450,364680,361100,363680
3916,41,198,358450,364680,361370,362700
3917,41,198,374180,384830,376780,383830
3918,41,198,400690,408370,401690,406210
3919,41,198,400690,408370,406220,407370
3920,41,198,408980,413220,411380,412220
3921,41,198,425710,430830,428310,429830
3922,41,198,465100,469460,466980,468460
3923,41,198,470180,488560,472440,484340
3924,41,198,470180,488560,477930,487560
3925,41,198,500810,516750,503250,515750
3926,41,198,500810,516750,506340,510630
3927,41,198,536050,540440,538490,539440
3928,41,198,538450,541350,539450,540350
3929,41,198,539360,543930,540360,542070
3930,41,198,539360,543930,542080,542930
3931,41,198,546080,551930,548510,550930
3932,41,198,564900,572520,567220,571520
3933,41,198,678580,707170,680250,683650
3934,41,198,678580,707170,680650,706170
3935,41,198,705210,710580,706210,709100
3936,41,202,171080,180710,173450,177000
3937,41,202,199510,204840,200520,203840
3938,41,202,225620,230510,228550,229510
3939,41,202,228520,233990,229520,231060
3940,41,202,228520,233990,231400,232990
3941,41,202,249050,255830,250940,254150
3942,41,202,249050,255830,254160,254830
3943,41,202,296420,303020,299280,302020
3944,41,202,346410,351690,349720,350690
3945,41,202,353650,359110,355460,358110
3946,41,202,364280,372640,367800,371640
3947,41,202,370650,374230,371650,373230
3948,41,202,585710,590830,586710,588770
3949,41,202,585710,590830,588780,589830
3950,41,202,588870,601360,589870,595610
3951,41,202,588870,601360,595620,600360
3952,41,202,599370,604050,600370,603050
3953,41,202,606460,621350,609860,620220
3954,41,202,619450,655330,620450,621050
3955,41,202,619450,655330,621060,654330
3956,41,202,619450,655330,651810,654290
3957,41,202,758140,765340,759140,763170
3958,41,202,758140,765340,763180,764340
3959,41,202,830740,839930,833700,838930
3960,41,202,838000,844960,839000,843960
3961,41,202,843000,855050,844000,853910
3962,41,202,843000,855050,844190,846300
3963,41,202,853060,881500,854060,880500
3964,41,202,882460,887340,883460,886050
3965,41,202,943470,953480,944470,946700
3966,41,246,36860,56390,41350,50190
3967,41,246,58320,67590,60960,66590
